Source_IP,Destination_IP,Protocol,Packet_Size,Duration,Flags,Timestamp,,,,,,,,,
192.168.122.16,10.103.39.44,TCP,949,0.398056707,ACK,1/1/2023 12:09,,,,,,,,,
192.168.221.4,10.27.20.37,TCP,305,1.417943107,ACK,1/1/2023 12:10,,,,,,,,,
192.168.103.16,10.35.55.56,TCP,813,1.868516774,SYN,1/1/2023 12:10,,,,,,,,,
192.168.158.42,10.91.12.57,TCP,345,0.140902645,SYN,1/1/2023 12:10,,,,,,,,,
192.168.152.44,10.35.0.43,TCP,1286,0.124276352,FIN,1/1/2023 12:10,,,,,,,,,
192.168.139.26,10.136.48.84,UDP,755,0.094172751,FIN,1/1/2023 12:10,,,,,,,,,
192.168.100.48,10.106.41.81,TCP,982,0.021597829,SYN,1/1/2023 12:10,,,,,,,,,
192.168.96.28,10.114.31.99,TCP,829,0.469318923,ACK,1/1/2023 12:11,,,,,,,,,
192.168.8.12,10.69.57.52,TCP,1018,0.344200769,ACK,1/1/2023 12:11,,,,,,,,,
192.168.68.28,10.88.27.65,TCP,205,0.085502935,SYN,1/1/2023 12:11,,,,,,,,,
192.168.55.35,10.167.15.20,TCP,679,0.027492907,ACK,1/1/2023 12:11,,,,,,,,,
192.168.196.34,10.87.14.10,TCP,1159,0.107027737,ACK,1/1/2023 12:11,,,,,,,,,
192.168.109.34,10.75.36.99,TCP,691,0.589283776,ACK,1/1/2023 12:11,,,,,,,,,
192.168.76.39,10.59.26.77,TCP,1341,0.044662064,FIN,1/1/2023 12:12,,,,,,,,,
192.168.105.45,10.93.50.67,TCP,1001,0.040340449,ACK,1/1/2023 12:12,,,,,,,,,
192.168.111.14,10.162.47.62,TCP,583,0.242420059,SYN,1/1/2023 12:12,,,,,,,,,
192.168.74.42,10.139.49.29,TCP,884,0.144240455,ACK,1/1/2023 12:12,,,,,,,,,
192.168.165.4,10.29.21.81,TCP,315,1.172886272,ACK,1/1/2023 12:12,,,,,,,,,
192.168.180.33,10.52.26.22,TCP,1210,0.418178967,RST,1/1/2023 12:12,,,,,,,,,
192.168.70.41,10.48.48.7,TCP,695,0.649652116,ACK,1/1/2023 12:13,,,,,,,,,
192.168.199.37,10.45.10.16,UDP,1289,0.090431205,SYN,1/1/2023 12:13,,,,,,,,,
192.168.50.10,10.35.50.22,UDP,223,0.224717556,RST,1/1/2023 12:13,,,,,,,,,
192.168.170.15,10.164.2.35,TCP,1168,0.634579034,SYN,1/1/2023 12:13,,,,,,,,,
192.168.165.15,10.112.37.55,ICMP,636,0.249628118,FIN,1/1/2023 12:13,,,,,,,,,
192.168.4.29,10.37.23.34,UDP,229,1.172403174,SYN,1/1/2023 12:13,,,,,,,,,
192.168.82.10,10.10.14.14,TCP,423,1.429204709,SYN,1/1/2023 12:14,,,,,,,,,
192.168.139.4,10.80.20.28,TCP,381,0.627124109,SYN,1/1/2023 12:14,,,,,,,,,
192.168.94.18,10.106.37.86,TCP,1093,0.272240778,FIN,1/1/2023 12:14,,,,,,,,,
192.168.79.40,10.59.33.65,UDP,783,2.055842267,SYN,1/1/2023 12:14,,,,,,,,,
192.168.35.25,10.3.40.56,TCP,281,0.061215991,SYN,1/1/2023 12:14,,,,,,,,,
192.168.214.12,10.69.15.10,TCP,397,0.707777116,ACK,1/1/2023 12:14,,,,,,,,,
192.168.97.36,10.34.23.10,UDP,569,0.036724838,SYN,1/1/2023 12:15,,,,,,,,,
192.168.100.3,10.75.32.91,TCP,1390,0.437924251,SYN,1/1/2023 12:15,,,,,,,,,
192.168.8.18,10.152.9.89,UDP,820,0.010488654,SYN,1/1/2023 12:15,,,,,,,,,
192.168.170.35,10.31.41.56,TCP,201,0.600920895,SYN,1/1/2023 12:15,,,,,,,,,
192.168.62.34,10.153.3.73,TCP,657,0.056784031,SYN,1/1/2023 12:15,,,,,,,,,
192.168.104.14,10.154.8.90,UDP,190,0.343483473,SYN,1/1/2023 12:15,,,,,,,,,
192.168.3.29,10.10.52.32,TCP,542,0.199535488,SYN,1/1/2023 12:16,,,,,,,,,
192.168.168.45,10.157.38.9,TCP,424,0.196250432,ACK,1/1/2023 12:16,,,,,,,,,
192.168.177.15,10.10.22.17,TCP,507,0.190132998,SYN,1/1/2023 12:16,,,,,,,,,
192.168.27.42,10.95.10.57,TCP,767,2.1923084,RST,1/1/2023 12:16,,,,,,,,,
192.168.79.12,10.49.57.96,TCP,823,0.311912682,RST,1/1/2023 12:16,,,,,,,,,
192.168.115.5,10.72.16.53,TCP,897,0.012363519,SYN,1/1/2023 12:16,,,,,,,,,
192.168.97.42,10.88.59.80,TCP,405,0.259639072,ACK,1/1/2023 12:17,,,,,,,,,
192.168.0.39,10.109.32.66,TCP,1199,0.045341579,SYN,1/1/2023 12:17,,,,,,,,,
192.168.95.26,10.38.41.76,TCP,217,0.994636714,FIN,1/1/2023 12:17,,,,,,,,,
192.168.16.48,10.161.24.78,TCP,95,1.760939161,ACK,1/1/2023 12:17,,,,,,,,,
192.168.90.24,10.136.58.94,TCP,1095,0.090621394,ACK,1/1/2023 12:17,,,,,,,,,
192.168.162.46,10.139.9.88,ICMP,122,0.856750543,SYN,1/1/2023 12:17,,,,,,,,,
192.168.169.39,10.161.11.26,TCP,523,0.691839474,ACK,1/1/2023 12:18,,,,,,,,,
192.168.89.49,10.34.12.83,TCP,603,0.542532197,FIN,1/1/2023 12:18,,,,,,,,,
192.168.189.38,10.55.21.48,TCP,1202,0.701965342,ACK,1/1/2023 12:18,,,,,,,,,
192.168.150.22,10.22.0.8,UDP,525,2.619193816,SYN,1/1/2023 12:18,,,,,,,,,
192.168.131.49,10.116.33.13,TCP,299,0.266635623,ACK,1/1/2023 12:18,,,,,,,,,
192.168.58.9,10.104.9.3,UDP,565,0.028733628,SYN,1/1/2023 12:18,,,,,,,,,
192.168.67.7,10.27.26.85,TCP,702,0.21292417,FIN,1/1/2023 12:19,,,,,,,,,
192.168.214.2,10.10.23.12,UDP,1449,0.806720566,ACK,1/1/2023 12:19,,,,,,,,,
192.168.48.24,10.6.54.42,TCP,620,0.014510474,SYN,1/1/2023 12:19,,,,,,,,,
192.168.231.31,10.95.9.61,TCP,1414,0.742189888,ACK,1/1/2023 12:19,,,,,,,,,
192.168.238.31,10.63.27.26,TCP,683,1.425368387,FIN,1/1/2023 12:19,,,,,,,,,
192.168.110.40,10.92.26.52,ICMP,1082,0.056880646,SYN,1/1/2023 12:19,,,,,,,,,
192.168.47.43,10.131.41.22,UDP,217,0.666177926,SYN,1/1/2023 12:20,,,,,,,,,
192.168.97.24,10.9.3.7,TCP,662,0.3801449,SYN,1/1/2023 12:20,,,,,,,,,
192.168.176.26,10.86.2.88,UDP,794,0.928105394,ACK,1/1/2023 12:20,,,,,,,,,
192.168.79.47,10.110.36.30,TCP,1155,0.025304358,ACK,1/1/2023 12:20,,,,,,,,,
192.168.204.15,10.104.51.76,UDP,1278,0.036021887,SYN,1/1/2023 12:20,,,,,,,,,
192.168.26.4,10.20.47.17,UDP,668,0.054623152,SYN,1/1/2023 12:20,,,,,,,,,
192.168.207.30,10.99.31.9,UDP,770,0.696616964,RST,1/1/2023 12:21,,,,,,,,,
192.168.235.30,10.167.49.86,TCP,332,0.695959357,ACK,1/1/2023 12:21,,,,,,,,,
192.168.163.3,10.68.57.41,TCP,1208,1.259396775,SYN,1/1/2023 12:21,,,,,,,,,
192.168.213.49,10.4.6.75,ICMP,782,1.196737822,FIN,1/1/2023 12:21,,,,,,,,,
192.168.85.49,10.102.5.29,ICMP,70,0.302240035,SYN,1/1/2023 12:21,,,,,,,,,
192.168.75.21,10.27.56.63,ICMP,1386,0.006452659,FIN,1/1/2023 12:21,,,,,,,,,
192.168.55.4,10.165.18.49,TCP,367,2.177350147,SYN,1/1/2023 12:22,,,,,,,,,
192.168.94.44,10.11.44.83,TCP,875,0.072564738,ACK,1/1/2023 12:22,,,,,,,,,
192.168.158.23,10.44.4.65,TCP,1064,0.320401877,ACK,1/1/2023 12:22,,,,,,,,,
192.168.180.20,10.162.34.31,TCP,531,1.216644767,SYN,1/1/2023 12:22,,,,,,,,,
192.168.206.23,10.35.39.99,TCP,1363,0.763456153,RST,1/1/2023 12:22,,,,,,,,,
192.168.155.16,10.167.11.82,TCP,588,0.586437147,ACK,1/1/2023 12:22,,,,,,,,,
192.168.164.21,10.12.29.40,UDP,391,0.717701536,ACK,1/1/2023 12:23,,,,,,,,,
192.168.206.17,10.144.8.22,ICMP,1017,0.083402748,ACK,1/1/2023 12:23,,,,,,,,,
192.168.241.37,10.55.56.15,TCP,840,0.085075905,ACK,1/1/2023 12:23,,,,,,,,,
192.168.76.19,10.92.55.54,TCP,1444,1.407518242,ACK,1/1/2023 12:23,,,,,,,,,
192.168.157.45,10.143.19.89,UDP,199,0.474258636,SYN,1/1/2023 12:23,,,,,,,,,
192.168.145.14,10.151.15.80,TCP,1157,0.509780803,ACK,1/1/2023 12:23,,,,,,,,,
192.168.61.36,10.121.24.46,TCP,968,0.108449708,ACK,1/1/2023 12:24,,,,,,,,,
192.168.99.20,10.111.0.50,TCP,152,0.25382551,SYN,1/1/2023 12:24,,,,,,,,,
192.168.51.19,10.122.49.33,TCP,314,0.217626741,FIN,1/1/2023 12:24,,,,,,,,,
192.168.108.44,10.115.6.92,UDP,1408,1.011738575,RST,1/1/2023 12:24,,,,,,,,,
192.168.6.44,10.155.31.88,TCP,745,0.164419513,FIN,1/1/2023 12:24,,,,,,,,,
192.168.116.4,10.7.43.96,TCP,1487,0.996671711,SYN,1/1/2023 12:24,,,,,,,,,
192.168.33.2,10.27.59.67,UDP,1098,0.782386867,SYN,1/1/2023 12:25,,,,,,,,,
192.168.68.10,10.134.5.93,UDP,1181,0.675181361,FIN,1/1/2023 12:25,,,,,,,,,
192.168.223.42,10.44.13.45,TCP,1261,0.380595195,SYN,1/1/2023 12:25,,,,,,,,,
192.168.40.13,10.167.18.46,UDP,336,0.252186469,SYN,1/1/2023 12:25,,,,,,,,,
192.168.230.5,10.58.24.37,TCP,1278,0.533073655,ACK,1/1/2023 12:25,,,,,,,,,
192.168.121.10,10.81.3.65,TCP,226,0.567621141,SYN,1/1/2023 12:25,,,,,,,,,
192.168.9.38,10.96.27.41,TCP,427,0.576203317,FIN,1/1/2023 12:26,,,,,,,,,
192.168.218.21,10.82.32.15,TCP,563,0.06961742,SYN,1/1/2023 12:26,,,,,,,,,
192.168.135.1,10.86.28.39,UDP,157,0.613951834,RST,1/1/2023 12:26,,,,,,,,,
192.168.91.49,10.76.39.28,UDP,904,0.538610047,ACK,1/1/2023 12:26,,,,,,,,,
192.168.230.14,10.158.11.13,UDP,1314,0.014958631,SYN,1/1/2023 12:26,,,,,,,,,
192.168.84.30,10.2.28.64,TCP,449,0.243135323,ACK,1/1/2023 12:26,,,,,,,,,
192.168.212.49,10.93.11.85,TCP,386,0.12473763,RST,1/1/2023 12:27,,,,,,,,,
192.168.8.17,10.125.1.50,TCP,1238,0.090913137,FIN,1/1/2023 12:27,,,,,,,,,
192.168.68.31,10.95.27.73,UDP,800,0.49071516,RST,1/1/2023 12:27,,,,,,,,,
192.168.51.40,10.144.56.56,ICMP,107,0.011996555,ACK,1/1/2023 12:27,,,,,,,,,
192.168.165.43,10.113.18.7,UDP,605,0.086966383,SYN,1/1/2023 12:27,,,,,,,,,
192.168.62.19,10.163.39.1,TCP,795,0.228404068,ACK,1/1/2023 12:27,,,,,,,,,
192.168.227.33,10.163.48.39,TCP,1421,0.322593507,ACK,1/1/2023 12:28,,,,,,,,,
192.168.140.14,10.120.0.88,UDP,1092,0.110395634,ACK,1/1/2023 12:28,,,,,,,,,
192.168.96.29,10.73.10.86,TCP,238,0.440153065,SYN,1/1/2023 12:28,,,,,,,,,
192.168.42.49,10.55.30.1,TCP,1115,0.613511055,SYN,1/1/2023 12:28,,,,,,,,,
192.168.35.44,10.40.10.6,ICMP,250,1.249451456,SYN,1/1/2023 12:28,,,,,,,,,
192.168.9.31,10.77.31.20,TCP,1061,0.291279703,ACK,1/1/2023 12:28,,,,,,,,,
192.168.5.1,10.116.3.39,TCP,717,0.200562646,ACK,1/1/2023 12:29,,,,,,,,,
192.168.70.27,10.46.21.93,TCP,1325,0.274041401,SYN,1/1/2023 12:29,,,,,,,,,
192.168.20.28,10.41.36.77,ICMP,932,0.92544622,SYN,1/1/2023 12:29,,,,,,,,,
192.168.126.16,10.34.24.3,TCP,1209,0.136791288,FIN,1/1/2023 12:29,,,,,,,,,
192.168.55.46,10.50.11.14,TCP,491,0.237200525,SYN,1/1/2023 12:29,,,,,,,,,
192.168.214.20,10.167.31.50,UDP,974,0.771150652,SYN,1/1/2023 12:29,,,,,,,,,
192.168.229.25,10.67.28.31,TCP,82,1.392553089,SYN,1/1/2023 12:30,,,,,,,,,
192.168.155.5,10.23.10.30,TCP,1194,1.440675511,RST,1/1/2023 12:30,,,,,,,,,
192.168.119.21,10.18.35.6,TCP,588,0.02474122,RST,1/1/2023 12:30,,,,,,,,,
192.168.17.47,10.129.38.19,TCP,950,0.588620505,FIN,1/1/2023 12:30,,,,,,,,,
192.168.197.29,10.39.17.36,TCP,1277,0.671904273,FIN,1/1/2023 12:30,,,,,,,,,
192.168.18.33,10.55.51.54,UDP,582,0.276200521,SYN,1/1/2023 12:30,,,,,,,,,
192.168.192.45,10.55.52.20,TCP,1377,1.737346007,ACK,1/1/2023 12:31,,,,,,,,,
192.168.130.42,10.0.22.38,TCP,872,0.120314546,SYN,1/1/2023 12:31,,,,,,,,,
192.168.20.35,10.19.3.69,TCP,780,0.736849846,RST,1/1/2023 12:31,,,,,,,,,
192.168.232.40,10.133.25.1,TCP,1404,0.378464174,RST,1/1/2023 12:31,,,,,,,,,
192.168.66.25,10.127.49.63,TCP,1129,0.098053015,ACK,1/1/2023 12:31,,,,,,,,,
192.168.126.45,10.79.22.86,TCP,824,0.336096586,ACK,1/1/2023 12:31,,,,,,,,,
192.168.229.45,10.4.5.66,TCP,917,0.535043182,SYN,1/1/2023 12:32,,,,,,,,,
192.168.54.20,10.9.53.36,TCP,737,1.323786441,ACK,1/1/2023 12:32,,,,,,,,,
192.168.179.44,10.162.44.23,TCP,626,0.854973994,ACK,1/1/2023 12:32,,,,,,,,,
192.168.108.34,10.46.15.37,TCP,868,0.071424598,SYN,1/1/2023 12:32,,,,,,,,,
192.168.212.48,10.162.47.40,UDP,1383,0.005860527,SYN,1/1/2023 12:32,,,,,,,,,
192.168.214.6,10.15.4.11,TCP,475,0.205063255,SYN,1/1/2023 12:32,,,,,,,,,
192.168.114.13,10.50.28.75,TCP,1106,0.501014656,SYN,1/1/2023 12:33,,,,,,,,,
192.168.240.23,10.79.24.50,TCP,486,0.162679031,ACK,1/1/2023 12:33,,,,,,,,,
192.168.200.17,10.66.2.65,TCP,1062,0.962617336,ACK,1/1/2023 12:33,,,,,,,,,
192.168.65.19,10.11.6.43,ICMP,1364,0.499112563,FIN,1/1/2023 12:33,,,,,,,,,
192.168.210.7,10.45.31.22,ICMP,1125,0.22044265,ACK,1/1/2023 12:33,,,,,,,,,
192.168.117.42,10.75.5.38,TCP,200,0.01313384,SYN,1/1/2023 12:33,,,,,,,,,
192.168.41.20,10.166.37.60,TCP,1306,0.011171311,SYN,1/1/2023 12:34,,,,,,,,,
192.168.72.17,10.104.20.62,TCP,1176,0.057579856,SYN,1/1/2023 12:34,,,,,,,,,
192.168.26.47,10.91.31.27,TCP,461,0.610435557,ACK,1/1/2023 12:34,,,,,,,,,
192.168.1.36,10.48.48.15,UDP,1213,1.002702789,SYN,1/1/2023 12:34,,,,,,,,,
192.168.18.17,10.32.31.46,UDP,1494,0.036456789,SYN,1/1/2023 12:34,,,,,,,,,
192.168.68.39,10.117.6.13,UDP,1145,0.175846612,FIN,1/1/2023 12:34,,,,,,,,,
192.168.209.7,10.166.49.70,ICMP,477,0.869980888,SYN,1/1/2023 12:35,,,,,,,,,
192.168.80.39,10.114.59.9,TCP,654,0.056252552,RST,1/1/2023 12:35,,,,,,,,,
192.168.35.40,10.105.57.4,UDP,1252,0.114910553,ACK,1/1/2023 12:35,,,,,,,,,
192.168.172.4,10.91.20.12,TCP,1108,0.134111743,ACK,1/1/2023 12:35,,,,,,,,,
192.168.229.25,10.76.49.13,TCP,877,0.033105371,FIN,1/1/2023 12:35,,,,,,,,,
192.168.196.30,10.91.17.80,TCP,971,0.795186578,ACK,1/1/2023 12:35,,,,,,,,,
192.168.203.4,10.116.20.55,TCP,1210,0.580227238,ACK,1/1/2023 12:36,,,,,,,,,
192.168.215.29,10.9.13.92,TCP,1441,1.232284906,ACK,1/1/2023 12:36,,,,,,,,,
192.168.200.4,10.156.46.11,TCP,1288,0.154507571,SYN,1/1/2023 12:36,,,,,,,,,
192.168.50.24,10.29.39.91,TCP,214,1.71978495,ACK,1/1/2023 12:36,,,,,,,,,
192.168.13.5,10.130.0.32,UDP,854,0.248166098,ACK,1/1/2023 12:36,,,,,,,,,
192.168.145.42,10.38.20.2,ICMP,378,1.14018017,FIN,1/1/2023 12:36,,,,,,,,,
192.168.56.19,10.158.17.7,ICMP,137,0.254696202,RST,1/1/2023 12:37,,,,,,,,,
192.168.11.18,10.4.28.68,TCP,1168,0.102890619,ACK,1/1/2023 12:37,,,,,,,,,
192.168.16.30,10.45.55.3,UDP,1367,1.959916528,ACK,1/1/2023 12:37,,,,,,,,,
192.168.87.11,10.140.2.72,UDP,286,0.178446937,SYN,1/1/2023 12:37,,,,,,,,,
192.168.98.23,10.114.3.42,ICMP,742,1.15794673,SYN,1/1/2023 12:37,,,,,,,,,
192.168.208.1,10.98.11.24,TCP,80,0.471260814,SYN,1/1/2023 12:37,,,,,,,,,
192.168.78.32,10.101.18.99,TCP,975,0.066604413,SYN,1/1/2023 12:38,,,,,,,,,
192.168.8.15,10.81.39.34,TCP,587,0.063000488,SYN,1/1/2023 12:38,,,,,,,,,
192.168.155.24,10.123.6.75,TCP,1011,1.253919719,ACK,1/1/2023 12:38,,,,,,,,,
192.168.187.35,10.37.18.99,TCP,1216,0.192321872,SYN,1/1/2023 12:38,,,,,,,,,
192.168.213.27,10.44.19.91,TCP,1204,0.254928655,ACK,1/1/2023 12:38,,,,,,,,,
192.168.210.45,10.119.1.93,ICMP,972,0.34534143,ACK,1/1/2023 12:38,,,,,,,,,
192.168.75.20,10.36.30.42,TCP,707,0.729393063,SYN,1/1/2023 12:39,,,,,,,,,
192.168.64.21,10.5.45.85,TCP,1272,0.31255628,SYN,1/1/2023 12:39,,,,,,,,,
192.168.176.45,10.136.9.86,TCP,842,0.03869085,SYN,1/1/2023 12:39,,,,,,,,,
192.168.128.10,10.138.53.83,TCP,1332,0.385991168,SYN,1/1/2023 12:39,,,,,,,,,
192.168.46.32,10.104.11.16,UDP,540,0.516905565,ACK,1/1/2023 12:39,,,,,,,,,
192.168.189.39,10.12.37.13,TCP,207,0.879313032,SYN,1/1/2023 12:39,,,,,,,,,
192.168.123.22,10.142.17.16,TCP,772,0.27980377,ACK,1/1/2023 12:40,,,,,,,,,
192.168.145.48,10.49.41.69,ICMP,121,0.381880759,SYN,1/1/2023 12:40,,,,,,,,,
192.168.173.32,10.127.1.41,TCP,1254,0.071761944,SYN,1/1/2023 12:40,,,,,,,,,
192.168.26.28,10.113.55.27,UDP,297,0.727637054,ACK,1/1/2023 12:40,,,,,,,,,
192.168.17.39,10.64.13.35,TCP,515,0.020980558,ACK,1/1/2023 12:40,,,,,,,,,
192.168.176.29,10.22.42.22,TCP,823,0.302199827,ACK,1/1/2023 12:40,,,,,,,,,
192.168.81.44,10.26.49.25,TCP,1317,0.962027108,ACK,1/1/2023 12:41,,,,,,,,,
192.168.71.31,10.97.53.49,UDP,1473,0.652823475,SYN,1/1/2023 12:41,,,,,,,,,
192.168.161.7,10.90.34.85,UDP,419,0.510332252,ACK,1/1/2023 12:41,,,,,,,,,
192.168.163.18,10.102.2.25,TCP,227,0.717109546,ACK,1/1/2023 12:41,,,,,,,,,
192.168.37.9,10.67.56.15,TCP,1178,0.217978885,ACK,1/1/2023 12:41,,,,,,,,,
192.168.200.46,10.138.27.3,TCP,203,0.09281685,ACK,1/1/2023 12:41,,,,,,,,,
192.168.199.35,10.124.51.18,TCP,1356,0.442055736,SYN,1/1/2023 12:42,,,,,,,,,
192.168.81.5,10.109.52.9,UDP,608,1.458289897,ACK,1/1/2023 12:42,,,,,,,,,
192.168.141.28,10.126.14.72,ICMP,712,0.754184881,SYN,1/1/2023 12:42,,,,,,,,,
192.168.157.4,10.167.55.14,UDP,801,0.372842035,ACK,1/1/2023 12:42,,,,,,,,,
192.168.166.20,10.101.12.47,TCP,846,0.850444688,SYN,1/1/2023 12:42,,,,,,,,,
192.168.191.25,10.73.43.94,TCP,1311,0.069573969,ACK,1/1/2023 12:42,,,,,,,,,
192.168.155.12,10.132.21.99,UDP,707,2.937387539,SYN,1/1/2023 12:43,,,,,,,,,
192.168.193.43,10.4.57.12,TCP,980,0.093521462,SYN,1/1/2023 12:43,,,,,,,,,
192.168.205.22,10.162.20.26,TCP,1447,0.430891428,RST,1/1/2023 12:43,,,,,,,,,
192.168.158.23,10.128.48.10,TCP,437,0.430558531,ACK,1/1/2023 12:43,,,,,,,,,
192.168.47.20,10.165.23.95,TCP,154,0.47373328,ACK,1/1/2023 12:43,,,,,,,,,
192.168.124.38,10.46.22.85,UDP,994,0.813411281,FIN,1/1/2023 12:43,,,,,,,,,
192.168.54.4,10.1.52.95,ICMP,1431,0.843386305,ACK,1/1/2023 12:44,,,,,,,,,
192.168.206.24,10.123.1.30,ICMP,223,0.38639761,ACK,1/1/2023 12:44,,,,,,,,,
192.168.216.1,10.152.48.83,TCP,1481,1.553164514,SYN,1/1/2023 12:44,,,,,,,,,
192.168.134.31,10.0.36.92,TCP,606,0.521854377,ACK,1/1/2023 12:44,,,,,,,,,
192.168.139.42,10.111.53.69,TCP,962,0.308458039,FIN,1/1/2023 12:44,,,,,,,,,
192.168.132.44,10.93.22.42,ICMP,187,1.599657462,SYN,1/1/2023 12:44,,,,,,,,,
192.168.177.42,10.52.41.65,TCP,852,0.783391493,ACK,1/1/2023 12:45,,,,,,,,,
192.168.101.12,10.136.49.71,TCP,697,0.172985763,ACK,1/1/2023 12:45,,,,,,,,,
192.168.102.18,10.50.25.16,UDP,194,0.357744751,ACK,1/1/2023 12:45,,,,,,,,,
192.168.193.10,10.69.41.37,UDP,1348,0.055071526,ACK,1/1/2023 12:45,,,,,,,,,
192.168.206.30,10.75.23.17,ICMP,436,0.61919626,SYN,1/1/2023 12:45,,,,,,,,,
192.168.107.17,10.120.1.95,TCP,1074,0.081048017,RST,1/1/2023 12:45,,,,,,,,,
192.168.195.7,10.36.53.42,TCP,1014,0.300971719,SYN,1/1/2023 12:46,,,,,,,,,
192.168.61.41,10.28.0.78,TCP,880,1.865746335,SYN,1/1/2023 12:46,,,,,,,,,
192.168.222.39,10.118.39.11,TCP,1442,1.838631562,SYN,1/1/2023 12:46,,,,,,,,,
192.168.118.34,10.19.1.31,TCP,540,0.069747567,SYN,1/1/2023 12:46,,,,,,,,,
192.168.197.38,10.132.31.50,TCP,718,0.054932788,ACK,1/1/2023 12:46,,,,,,,,,
192.168.44.34,10.136.40.10,ICMP,633,0.000171915,SYN,1/1/2023 12:46,,,,,,,,,
192.168.43.15,10.99.48.26,TCP,127,0.070304504,ACK,1/1/2023 12:47,,,,,,,,,
192.168.77.6,10.107.2.36,TCP,720,0.240558293,ACK,1/1/2023 12:47,,,,,,,,,
192.168.177.37,10.150.29.39,UDP,598,0.821451208,ACK,1/1/2023 12:47,,,,,,,,,
192.168.241.32,10.58.22.23,ICMP,1372,0.069294695,SYN,1/1/2023 12:47,,,,,,,,,
192.168.194.3,10.99.24.84,TCP,708,0.144241171,ACK,1/1/2023 12:47,,,,,,,,,
192.168.213.22,10.59.37.33,TCP,275,1.895219036,RST,1/1/2023 12:47,,,,,,,,,
192.168.73.3,10.160.37.65,TCP,1433,0.015949879,ACK,1/1/2023 12:48,,,,,,,,,
192.168.75.29,10.46.32.38,TCP,1284,0.625661266,SYN,1/1/2023 12:48,,,,,,,,,
192.168.175.17,10.151.8.95,TCP,348,0.724899389,ACK,1/1/2023 12:48,,,,,,,,,
192.168.6.13,10.101.48.92,TCP,570,0.152579188,SYN,1/1/2023 12:48,,,,,,,,,
192.168.119.2,10.29.17.58,TCP,1461,0.155881596,SYN,1/1/2023 12:48,,,,,,,,,
192.168.3.10,10.115.32.59,UDP,890,0.571118061,SYN,1/1/2023 12:48,,,,,,,,,
192.168.230.24,10.120.15.93,TCP,1483,0.30882422,SYN,1/1/2023 12:49,,,,,,,,,
192.168.16.6,10.143.32.39,UDP,900,0.103512258,ACK,1/1/2023 12:49,,,,,,,,,
192.168.210.5,10.45.46.38,TCP,1112,0.115381479,FIN,1/1/2023 12:49,,,,,,,,,
192.168.223.10,10.150.25.49,ICMP,516,0.33909363,SYN,1/1/2023 12:49,,,,,,,,,
192.168.136.27,10.80.37.24,TCP,833,0.045682269,ACK,1/1/2023 12:49,,,,,,,,,
192.168.204.19,10.126.42.83,ICMP,815,0.612867903,RST,1/1/2023 12:49,,,,,,,,,
192.168.20.24,10.125.26.2,TCP,1058,0.035751933,SYN,1/1/2023 12:50,,,,,,,,,
192.168.229.4,10.115.7.79,TCP,123,0.678543829,SYN,1/1/2023 12:50,,,,,,,,,
192.168.151.35,10.124.40.13,TCP,1149,0.279302915,RST,1/1/2023 12:50,,,,,,,,,
192.168.2.4,10.90.21.47,TCP,498,0.002239061,ACK,1/1/2023 12:50,,,,,,,,,
192.168.100.40,10.46.0.69,UDP,1046,0.101292663,SYN,1/1/2023 12:50,,,,,,,,,
192.168.175.35,10.156.14.30,TCP,1381,0.160555159,ACK,1/1/2023 12:50,,,,,,,,,
192.168.222.44,10.45.5.6,TCP,514,0.281952104,RST,1/1/2023 12:51,,,,,,,,,
192.168.216.40,10.86.51.5,TCP,389,0.927288315,RST,1/1/2023 12:51,,,,,,,,,
192.168.204.4,10.40.19.20,TCP,420,0.472296036,SYN,1/1/2023 12:51,,,,,,,,,
192.168.45.14,10.166.29.48,ICMP,1301,0.439521697,RST,1/1/2023 12:51,,,,,,,,,
192.168.140.27,10.122.22.60,TCP,799,0.13001492,ACK,1/1/2023 12:51,,,,,,,,,
192.168.5.17,10.115.12.74,TCP,75,0.133209258,RST,1/1/2023 12:51,,,,,,,,,
192.168.163.40,10.37.38.68,UDP,1317,0.05356382,RST,1/1/2023 12:52,,,,,,,,,
192.168.240.35,10.146.51.41,TCP,416,0.470089469,ACK,1/1/2023 12:52,,,,,,,,,
192.168.80.41,10.121.27.27,UDP,1067,0.147688881,ACK,1/1/2023 12:52,,,,,,,,,
192.168.1.13,10.150.18.80,ICMP,257,0.126556017,RST,1/1/2023 12:52,,,,,,,,,
192.168.179.2,10.162.4.88,TCP,132,0.448109536,ACK,1/1/2023 12:52,,,,,,,,,
192.168.51.28,10.132.28.6,UDP,673,0.235764121,ACK,1/1/2023 12:52,,,,,,,,,
192.168.170.26,10.40.40.54,TCP,704,0.205815043,SYN,1/1/2023 12:53,,,,,,,,,
192.168.21.47,10.47.36.93,TCP,972,0.48220413,ACK,1/1/2023 12:53,,,,,,,,,
192.168.106.3,10.32.26.35,TCP,574,0.044025225,FIN,1/1/2023 12:53,,,,,,,,,
192.168.226.12,10.101.39.6,UDP,1153,0.225578893,ACK,1/1/2023 12:53,,,,,,,,,
192.168.215.5,10.45.9.36,TCP,1087,0.045895095,SYN,1/1/2023 12:53,,,,,,,,,
192.168.83.39,10.134.6.29,UDP,1447,0.212882113,SYN,1/1/2023 12:53,,,,,,,,,
192.168.38.13,10.64.59.35,UDP,180,0.42100908,ACK,1/1/2023 12:54,,,,,,,,,
